Path,Transcript,goldStandard
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799284_sentence_segment_close.wav",Some dragons were holding bæskɪtɬ collecting gold rings that shimmered under store lights,"Some dragons were holding baskets, collecting golden rings that shimmered under the store lights."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799285_sentence_segment_close.wav",Little flames danced as young dragon skipped along skipped along the aisles giggling,"Little flames danced as young dragons skipped along the aisles, giggling."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799286_sentence_segment_close.wav",sh The shelves were packed wɪs sparkling gems and delicious snacks,The shelves were packed with sparkling gems and delicious snacks.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_sentence_segment_close.wav",dɹæɡɪz enjoyed browsing and good soon weɪt and soon they  wəɹl lining up excitedly to carry their treasure home,"Dragons enjoyed browsing, and soon, they were lining up, excited to carry their treasures home."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_sentence_segment_close.wav",As the day ended happy dɹæɡɪnɬ flew out their wings flapping hearts f.fʊl of delight,"As the day ended, happy dragons flew out, their wings flapping, hearts full of delight."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_sentence_segment_close.wav",The store gla glowed in the evening mark.k another magical day,"The store glowed in the evening, marking another magical day."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_sentence_segment_close.wav",In a In the land of maps and globes lived test Tess,"In the land of maps and globes, lived Tess."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_sentence_segment_close.wav",Tess loved twiz lakes and hills her best treasures,"Tess loved trees, lakes, and hills ¨C her best treasures."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_sentence_segment_close.wav",She often dreamt of travel and travel thinking of places with names that bring smiles cities and villages and bridges and place and palaces,"She often dreamt of travel, thinking of places with names that bring smiles: cities and villages with bridges and palaces."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799293_sentence_segment_close.wav",Each day Tess faʊn new places in her mab book like i.island wit beaches or high towers where wind sings,"Each day, Tess found new places in her map book, like islands with beaches or a high tower where the wind sings."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799294_sentence_segment_close.wav",One day Tess decided to explore,"One sunny day, Tess decided to explore."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799295_sentence_segment_close.wav",wɪt her map anduh and compass she went to she went to find new wonders,"With her maps and compass, she went to find new wonders."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799296_sentence_segment_close.wav",She walk tɹu twiz and reached a hill wɪt many rocks and pwɛbəlz,She walked through the trees and reached a hill with many rocks and pebbles.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799297_sentence_segment_close.wav",Near the top Tess spotted a new surprise hidden nest wit twi ɛks a sign of lie saw so small yet vast,"Near the top, Tess spotted a new surprise: a hidden nest with three eggs, a sign of life so small yet vast."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799298_sentence_segment_close.wav",Tess was Tess vas tə.θɹɪld,Tess was thrilled.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799299_sentence_segment_close.wav",She knew she'd always how more joys to discover it in land full of m:ap maps and dreams,She knew she'd always have more joys to discover in lands full of maps and dreams.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799300_sentence_segment_close.wav",dæt night Tess slept wɪt a heart ʌ heart full ʌvz places ʃud love to see once more,"That night, Tess slept with a heart full of places she'd love to see once more."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799301_sentence_segment_close.wav",Once in a sunny grove a lil ɑlv tree named Ollie ʌm grew,"Once in a sunny grove, a little olive tree named Ollie grew."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799302_sentence_segment_close.wav",His leaves loved ʌm to dance in the warm breeze,His leaves loved to dance in the warm breeze.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799303_sentence_segment_close.wav",One day Ollie heard a d a dove sɪŋɪn above,"One day, Ollie heard a dove singing above."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799304_sentence_segment_close.wav",I wish I kə fly Ollie s ʌm sighed,"""I wish I could fly,"" Ollie sighed."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799305_sentence_segment_close.wav",The wise old owl nearby overhead him,The wise old owl nearby overheard him.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799306_sentence_segment_close.wav",Olive trees don't fly the owl hu|tɪd k ʌm kaɪn|dli but you provide shade and olives for all,"""Olive trees don't fly,"" the owl hooted kindly, ""but you provide shade and olives for all."""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799307_sentence_segment_close.wav",Ollie s: ʌm smiled reeling realizing his ɡɪf,"Ollie smiled, realizing his gift."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799308_sentence_segment_close.wav",As the sun set the dove kəhutəd a soft lullaby and Ollie felt proud,"As the sun set, the dove cooed a soft lullaby, and Ollie felt proud."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_mQnLtb1R9vlOkUe24Ezq_1742612005_195799309_sentence_segment_close.wav",He might not fly but in his own way he was special,"He might not fly, but in his own way, he was special."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799310_sentence_segment_close.wav",The cheetah was the fɑsɪst animal in the savannah,The cheetah was the fastest animal in the savannah.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799311_sentence_segment_close.wav",It had sharp claws and a beautiful spɑtid coat,It had sharp claws and a beautiful spotted coat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799312_sentence_segment_close.wav",One day the cheetah was wʌniŋ through the tall grass when z it spotted a rabbit,"One day, the cheetah was running through the tall grass when it spotted a rabbit."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799313_sentence_segment_close.wav",It quickly pɹaʊnst and caught the rabbit in its jaws,It quickly pounced and caught the rabbit in its jaws.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799314_sentence_segment_close.wav",and the cheetah enjoyed its meal it həɹ:d it heard a rustling ɹʌslɪŋ in the bushes,"As the cheetah enjoyed its meal, it heard a rustling in the bushes."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799315_sentence_segment_close.wav",It kɑ|keɪ cautiously kɑʃəli əpoʊtʃt and saw a pack of hyenas trying toʊ: tɹaɪɪŋ toʊ steal its meal,It cautiously approached and saw a pack of hyenas trying to steal its meal.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799316_sentence_segment_close.wav",The cheetah knew ɪ|t needed to attack fast and use to act fas and use it its intelligence I look at this one boo a a gi giliance agility agility to outsmart a hee:nas,The cheetah knew it needed to act fast and used its agility to outsmart the hyenas.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799317_sentence_segment_close.wav",It sprinted əweɪ: leaving the hyenas with the dust,"It sprinted away, leaving the hyenas in the dust."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799318_sentence_segment_close.wav",The cheetah's pid and kʌ:nɪ:ŋ an saved its meal and kʌn had had save its mi:l and protected self,The cheetah's speed and cunning had saved its meal and protected itself.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799319_sentence_segment_close.wav",The other animals in the savannah were amazed by the cheetah's quick thinking and ətɜlodʒɪtis agility ədʒɪlətis,The other animals in the savannah were amazed by the cheetah's quick thinking and agility.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799320_sentence_segment_close.wav",They knew they could always count on the cheetah to difɛn them from danger,They knew they could always count on the cheetah to defend them from danger.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799321_sentence_segment_close.wav",and that day ɑn From that day on the cheetah became known as the protector of the savannah,"From that day on, the cheetah became known as the protector of the savannah."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799322_sentence_segment_close.wav",Its swift mo mo:vement and sharp sɛn|sɪz kept everyone safe,Its swift movements and sharp senses kept everyone safe.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799323_sentence_segment_close.wav",The other animals look up to the cheetah as æbɪɹəh a:m|m:r.rd ædmɪɹəɹd a|b admired admire its speed grace and courages courage kɜɹidʒ,"The other animals looked up to the cheetah and admired its speed, grace, and courage."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400_195799324_sentence_segment_close.wav",The e The end,The end.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799325_sentence_segment_close.wav",In a lush green meadow lived a brave mouse named Dale,"In a lush, green meadow lived a brave mouse named Dale."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799326_sentence_segment_close.wav",He loved to explore fields and valleys,He loved to explore fields and valleys.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799327_sentence_segment_close.wav",One bright day he trotted beyond the hill and spotted a,"One bright day, he trotted beyond the hill and spotted a pond."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799328_sentence_segment_close.wav",Nearby gentle deer named Dawn tɹ:ɒtɪd over,"Nearby, a gentle deer named Dawn trotted over."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799329_sentence_segment_close.wav",Dale Dale waved hoping for a friend,"Dale waved, hoping for a friend."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799330_sentence_segment_close.wav",Hi Dawn hoʊ.hutɪd Dale Want to leap and play,"""Hi, Dawn!"" hooted Dale,""Want to leap and play?"""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799331_sentence_segment_close.wav",Dawn agreed her eyes twɪŋklɪŋk,"Dawn agreed, her eyes twinkling."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799332_sentence_segment_close.wav",They bounced and læf|t chasing their shadows,"They bounced and laughed, chasing their shadows."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799333_sentence_segment_close.wav",sʌdntli they heard a rustle,"Suddenly, they heard a rustle."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799334_sentence_segment_close.wav",It was a sly owl perched onto a branch,It was a sly owl perched on a branch.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799335_sentence_segment_close.wav",tʃ.kən I join he hooted kaɪnli,"""Can I join?"" he hooted kindly."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799336_sentence_segment_close.wav",Together they dance ʌntɜl sunset then waved goodbye promising to mi again,"Together, they danced until sunset, then waved goodbye, promising to meet again."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_7SPTn4kcDnVulcWfBGRR_1743880682_195799337_sentence_segment_close.wav",Their new bond brightened the meadow,Their new bond brightened the meadow.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799338_sentence_segment_close.wav",A cat sat on a mat,A cat sat on a mat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799339_sentence_segment_close.wav",The cat saw a rat,The cat saw a rat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799340_sentence_segment_close.wav",The rat ran fast,The rat ran fast.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799341_sentence_segment_close.wav",The cat didit did nap,The cat did nap.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799342_sentence_segment_close.wav",A bat flew pas,A bat flew past.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799343_sentence_segment_close.wav",The bat saw a flæt hat,The bat saw a fat hat.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799344_sentence_segment_close.wav",The hat ʌm was tan,The hat was tan.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799345_sentence_segment_close.wav",ðɜn ʌm sun sɛ,The sun set.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799346_sentence_segment_close.wav",All was still,All was still.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_HMsBuxpOsV8YfgXpPc0G_1742773567_195799347_sentence_segment_close.wav",The cat rat and bat were glad,"The cat, rat, and bat were glad."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799348_sentence_segment_close.wav",Jack loved baseball,Jake loved baseball.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799349_sentence_segment_close.wav",He played every day after school,He played every day after school.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799350_sentence_segment_close.wav",One bright day Jack grabbed his bat and ran to the field,"One bright day, Jake grabbed his bat and ran to the field."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799351_sentence_segment_close.wav",His friend neɪ.neɪt was watching with a ball and a huge grin,"His friend, Nate, was waiting with a ball and a huge grin."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799352_sentence_segment_close.wav",They took turns batting each hit enjoying with a sa|fee crack,"They took turns batting, each hit echoing with a satisfying ""crack!"""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799353_sentence_segment_close.wav",Jack's turn came again ɜd he hit the ball high into the sky,"Jake's turn came again, and he hit the ball high into the sky."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799354_sentence_segment_close.wav",It sailed past the trees landing right on the base,"It sailed past the tree, landing right on the base."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799355_sentence_segment_close.wav",It was a home run,It was a home run!
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799356_sentence_segment_close.wav",Jack's and Nate cheered and clap thrilled at the day's game,"Jake and Nate cheered and clapped, thrilled at the day's game."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669_195799357_sentence_segment_close.wav",As the sun set they packed up  to play again tomorrow,"As the sun set, they packed up, eager to play again tomorrow."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_vrDD6j0aEnQfytObzHmMJYKTeFf2_sid_4vWA3DF2NUWsIyZHlX8u_1743005920_195799358_sentence_segment_close.wav",ɡɪd was a young l|æd lad who dr|ee dream of being the president,Gil was a young lad who dreamt of being the president.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_vrDD6j0aEnQfytObzHmMJYKTeFf2_sid_4vWA3DF2NUWsIyZHlX8u_1743005920_195799359_sentence_segment_close.wav",One sunny day he h.hi put on his bɛs red cap and m|est m|et met his fɹɛn Gus,"One sunny day, he put on his best red cap and met his friend Gus."
