Path,Transcript,Intended Words,Produced Words,IPA,Error Category,Error Labels,IPA_Transcript,Child,Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799840_word_segment_4.wav,stars,stars,,,Correct,[],stɑɹz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799840_word_segment_5.wav,moons,moons,,,Correct,[],mˈunz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799840_word_segment_6.wav,and,and,,,Correct,[],ʌnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799840_word_segment_7.wav,planets,planets,,,Correct,[],plænɪts,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799841_word_segment_1.wav,Look,Look,,,Correct,[],lʊk,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799841_word_segment_2.wav,she,she,,,Correct,[],ʃʌ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799841_word_segment_3.wav,said,said,,,Correct,[],saɪd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799842_word_segment_1.wav,We,We,,,Correct,[],wʌ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799842_word_segment_2.wav,can,can,,,Correct,[],kæn,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799842_word_segment_3.wav,explore,explore,,,Correct,[],ɪksplɔɹ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799842_word_segment_4.wav,them,them,,,Correct,[],ðʌm,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799842_word_segment_5.wav,all,all,,,Correct,[],ɔl,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_1.wav,The,The,,,Correct,[],ðɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_2.wav,next,next,,,Correct,[],nɛkst,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_3.wav,day,day,,,Correct,[],deɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_4.wav,they,they,,,Correct,[],ðeɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_5.wav,built,built,,,Correct,[],bɪlt,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_6.wav,a,a,,,Correct,[],ʌ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_7.wav,s:peɪʃɪp,spaceship,,s:peɪʃɪp,Disfluency Error,['Prolongation'],s:peɪʃɪp,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_8.wav,from,from,,,Correct,[],fɹʌm,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_9.wav,chairs,chairs,,,Correct,[],tʃɛɹz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_10.wav,and,and,,,Correct,[],ʌnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_11.wav,blankets,blankets,,,Correct,[],blæŋkɪts,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_12.wav,1,3,1,wʌn,Visual Tracking Error,['Wrong Order'],wʌn,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_13.wav,2,2,,,Correct,[],tu,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_14.wav,3,1,3,θɹi,Visual Tracking Error,['Wrong Order'],θɹi,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_15.wav,go,go,,,Correct,[],goʊ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_16.wav,shouted,shouted,,,Correct,[],ʃaʊtɪd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799843_word_segment_17.wav,Jake,Jake,,,Correct,[],dʒeɪk,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_1.wav,They,They,,,Correct,[],ðeɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_2.wav,ɪm:ædʒɪnd,imagined,,ɪm:ædʒɪnd,Disfluency Error,['Prolongation'],ɪm:ædʒɪnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_3.wav,flying,flying,,,Correct,[],flaɪɪŋ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_4.wav,past,past,,,Correct,[],pæst,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_5.wav,bright,bright,,,Correct,[],bɹaɪt,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_6.wav,stars,stars,,,Correct,[],stɑɹz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_7.wav,and,and,,,Correct,[],ʌnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_8.wav,big,big,,,Correct,[],bɪg,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799844_word_segment_9.wav,planets,planets,,,Correct,[],plænɪts,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_word_segment_1.wav,It is,It's,It is,ɪt ɪz,Mixed Error+Phonological+Orthographic Sub.,"['Vowel Insertion', 'Consonant Substitution', 'Phonological']",ɪt ɪz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_word_segment_2.wav,fun,fun,,,Correct,[],fʌn,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_word_segment_3.wav,to,to,,,Run-on,[],toʊ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_word_segment_4.wav,fly,fly,,,Run-on,[],flaɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_word_segment_5.wav,and,and,,,Correct,[],ʌnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_word_segment_6.wav,see,see,,,Run-on,[],si,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799846_word_segment_7.wav,space,space,,,Correct,[],speɪs,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_1.wav,As,As,,,Correct,[],æz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_2.wav,the,the,,,Correct,[],ðɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_3.wav,sun,sun,,,Correct,[],sʌn,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_4.wav,set,set,,,Correct,[],sɛt,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_5.wav,they,they,,,Correct,[],ðeɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_6.wav,returned,returned,,,Correct,[],ɹɪtərnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_7.wav,to,to,,,Correct,[],toʊ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_8.wav,the,,the,ðɪ,Mixed Error+Structural+Disfluency Error,"['Word Insertion', 'Repair']",ðɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_9.wav,they,they,,,Disfluency Error,['Word Repetition'],ðeɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_10.wav,returned,returned,,,Disfluency Error,['Word Repetition'],ɹɪtərnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_11.wav,to,to,,,Disfluency Error,['Word Repetition'],toʊ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799847_word_segment_12.wav,Earth,Earth,,,Correct,[],ərθ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799848_word_segment_1.wav,Playing,Playing,,,Correct,[],pleɪɪŋ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799848_word_segment_2.wav,in,in,,,Run-on,[],ʌn,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799848_word_segment_3.wav,space,space,,,Run-on,[],speɪs,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799848_word_segment_4.wav,is,is,,,Run-on,[],ɪz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799848_word_segment_5.wav,great,great,,,Run-on,[],gɹeɪt,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799849_word_segment_1.wav,They,They,,,Correct,[],ðeɪ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799849_word_segment_2.wav,hug,hugged,hug,hʌɡ,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Omission']",hʌɡ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799849_word_segment_3.wav,their,their,,,Correct,[],ðər,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799849_word_segment_4.wav,mother,mother,,,Correct,[],mɑθʌɹ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799850_word_segment_1.wav,Can,Can,,,Correct,[],kæn,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799850_word_segment_2.wav,we,we,,,Correct,[],wʌ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799850_word_segment_3.wav,learn,learn,,,Correct,[],lərn,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799850_word_segment_4.wav,more,more,,,Correct,[],mɔɹ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799850_word_segment_5.wav,asked,asked,,,Correct,[],æst,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799850_word_segment_6.wav,Lily,Lily,,,Correct,[],lɪli,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_1.wav,Their,Their,,,Correct,[],ðər,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_2.wav,mom,mom,,,Run-on,[],mɑm,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_3.wav,nodded,nodded,,,Run-on,[],nɑdɪd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_4.wav,Yes,Yes,,,Correct,[],jɛs,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_5.wav,there is,there's,there is,ðəɹ ɪz,Mixed Error+Orthographic Sub.+Phonological,"['Phonological', 'Vowel Insertion']",ðəɹ ɪz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_6.wav,a,a,,,Run-on,[],ʌ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_7.wav,lot,lot,,,Run-on,[],lɑt,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_8.wav,to,to,,,Correct,[],toʊ,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_9.wav,see,see,,,Run-on,[],si,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_10.wav,and,and,,,Run-on,[],ʌnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799851_word_segment_11.wav,read,read,,,Run-on,[],ɹɛd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_1.wav,Lily,Lily,,,Correct,[],lɪli,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_2.wav,and,and,,,Correct,[],ʌnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_3.wav,Jake,Jake,,,Correct,[],dʒeɪk,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_4.wav,knew,knew,,,Correct,[],nju,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_5.wav,that,,that,ðæt,Structural Error,['Word Insertion'],ðæt,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_6.wav,their,their,,,Correct,[],ðər,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_7.wav,space,space,,,Correct,[],speɪs,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_8.wav,dreams,dreams,,,Correct,[],dɹimz,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_9.wav,would,would,,,Correct,[],ʌd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_10.wav,never,never,,,Correct,[],nɛvər,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826_195799852_word_segment_11.wav,end,end,,,Correct,[],ɛnd,jWPmLFrSHDZItPTjjPUB8KAsjlq2,1st Grade
processed_audio/annotated_word_segments/uid_XmxSYUZAj4dRqSczt2clQkDf31M2_sid_dCjg0Uy1jZOC8xzaKr1k_1742869038_195799853_word_segment_1.wav,In,In,,,Correct,[],ʌn,XmxSYUZAj4dRqSczt2clQkDf31M2,2nd Grade
